# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YGL176C	YGL176C	YGL176C	protein_coding	0	9	9	46	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	9	27
YGL177W	YGL177W	YGL177W	protein_coding	0	0	4	50	0	0	0	0	29	0	0	0	4	0	0	0	0	0	0	0	0	0	21
YGL182C	YGL182C	YGL182C	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YGL185C	YGL185C	YGL185C	protein_coding	0	0	1	11	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	8
YGL188C	YGL188C	YGL188C	protein_coding	0	0	0	44	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGL188C-A	YGL188C-A	YGL188C-A	protein_coding	0	0	0	52	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGL193C	YGL193C	YGL193C	protein_coding	1	3	0	106	0	0	0	0	51	1	0	0	0	0	0	0	0	0	0	0	0	3	55
YGL194C-A	YGL194C-A	YGL194C-A	protein_coding	0	2	3	115	0	0	0	0	54	0	0	0	3	0	0	0	0	0	0	0	0	2	61
YGL199C	YGL199C	YGL199C	protein_coding	0	2	0	92	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	2	54
YGL204C	YGL204C	YGL204C	protein_coding	0	0	8	62	0	0	0	0	34	0	0	0	8	0	0	0	0	0	0	0	0	0	28
YGL214W	YGL214W	YGL214W	protein_coding	0	1	0	42	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	28
YGL217C	YGL217C	YGL217C	protein_coding	0	0	1	44	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	27
YGL218W	YGL218W	YGL218W	protein_coding	1	1	1	50	0	0	0	0	28	1	0	0	1	0	0	0	0	0	0	0	0	1	22
YGL230C	YGL230C	YGL230C	protein_coding	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19
YGL235W	YGL235W	YGL235W	protein_coding	0	3	1	36	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	3	27
YGL239C	YGL239C	YGL239C	protein_coding	0	0	0	42	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YGL242C	YGL242C	YGL242C	protein_coding	0	2	2	29	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	2	21
YGL258W-A	YGL258W-A	YGL258W-A	protein_coding	2	2	2	89	0	0	0	0	78	1	0	0	2	0	0	0	0	0	1	0	0	2	11
YGL260W	YGL260W	YGL260W	protein_coding	0	0	0	69	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YGL262W	YGL262W	YGL262W	protein_coding	0	0	1	53	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	0	10
YGP1	YNL160W	YNL160W	protein_coding	0	2	3	18	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	13
YGR011W	YGR011W	YGR011W	protein_coding	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YGR012W	YGR012W	YGR012W	protein_coding	0	3	2	13	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	3	11
YGR015C	YGR015C	YGR015C	protein_coding	0	2	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	11
YGR016W	YGR016W	YGR016W	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR017W	YGR017W	YGR017W	protein_coding	0	3	1	22	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3	10
YGR018C	YGR018C	YGR018C	protein_coding	0	0	0	26	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YGR021W	YGR021W	YGR021W	protein_coding	0	0	0	30	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YGR022C	YGR022C	YGR022C	protein_coding	0	2	3	22	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	2	15
YGR025W	YGR025W	YGR025W	protein_coding	0	1	1	28	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	16
YGR026W	YGR026W	YGR026W	protein_coding	0	1	0	29	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	18
YGR027W-A	YGR027W-A	YGR027W-A	protein_coding	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16
YGR027W-B	YGR027W-B	YGR027W-B	protein_coding	0	0	0	49	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	16
YGR035C	YGR035C	YGR035C	protein_coding	0	1	0	39	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	19
YGR035W-A	YGR035W-A	YGR035W-A	protein_coding	1	1	0	38	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	1	21
YGR038C-A	YGR038C-A	YGR038C-A	protein_coding	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YGR038C-B	YGR038C-B	YGR038C-B	protein_coding	0	0	0	35	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YGR039W	YGR039W	YGR039W	protein_coding	0	0	2	8	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGR042W	YGR042W	YGR042W	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YGR045C	YGR045C	YGR045C	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR050C	YGR050C	YGR050C	protein_coding	0	0	1	14	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	5
YGR051C	YGR051C	YGR051C	protein_coding	0	1	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	4
YGR053C	YGR053C	YGR053C	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR054W	YGR054W	YGR054W	protein_coding	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR064W	YGR064W	YGR064W	protein_coding	0	0	1	11	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	4
YGR066C	YGR066C	YGR066C	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR067C	YGR067C	YGR067C	protein_coding	0	1	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2
YGR068W-A	YGR068W-A	YGR068W-A	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR069W	YGR069W	YGR069W	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR073C	YGR073C	YGR073C	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR079W	YGR079W	YGR079W	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3
YGR107W	YGR107W	YGR107W	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3
YGR109W-A	YGR109W-A	YGR109W-A	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YGR109W-B	YGR109W-B	YGR109W-B	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YGR111W	YGR111W	YGR111W	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR114C	YGR114C	YGR114C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YGR115C	YGR115C	YGR115C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YGR117C	YGR117C	YGR117C	protein_coding	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YGR121W-A	YGR121W-A	YGR121W-A	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR122C-A	YGR122C-A	YGR122C-A	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR122W	YGR122W	YGR122W	protein_coding	0	0	1	9	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7
YGR125W	YGR125W	YGR125W	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR126W	YGR126W	YGR126W	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR127W	YGR127W	YGR127W	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR130C	YGR130C	YGR130C	protein_coding	0	1	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2
YGR137W	YGR137W	YGR137W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR139W	YGR139W	YGR139W	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR146C-A	YGR146C-A	YGR146C-A	protein_coding	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34
YGR149W	YGR149W	YGR149W	protein_coding	0	10	1	65	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	10	24
YGR151C	YGR151C	YGR151C	protein_coding	0	1	3	73	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	1	34
YGR153W	YGR153W	YGR153W	protein_coding	0	3	5	62	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	3	42
YGR160W	YGR160W	YGR160W	protein_coding	0	0	2	64	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	35
YGR161C-C	YGR161C-C	YGR161C-C	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR161C-D	YGR161C-D	YGR161C-D	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YGR161W-A	YGR161W-A	YGR161W-A	protein_coding	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
YGR161W-B	YGR161W-B	YGR161W-B	protein_coding	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
YGR161W-C	YGR161W-C	YGR161W-C	protein_coding	0	0	1	38	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	30
YGR164W	YGR164W	YGR164W	protein_coding	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR168C	YGR168C	YGR168C	protein_coding	0	8	5	13	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	8	9
YGR174W-A	YGR174W-A	YGR174W-A	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YGR176W	YGR176W	YGR176W	protein_coding	1	0	0	30	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	7
YGR182C	YGR182C	YGR182C	protein_coding	3	1	1	100	0	0	0	0	37	2	0	0	1	0	0	0	0	0	1	0	0	1	63
YGR190C	YGR190C	YGR190C	protein_coding	0	3	0	87	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	3	40
YGR201C	YGR201C	YGR201C	protein_coding	0	1	1	44	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	17
YGR204C-A	YGR204C-A	YGR204C-A	protein_coding	0	0	0	63	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	41
YGR210C	YGR210C	YGR210C	protein_coding	0	5	1	73	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	5	35
YGR219W	YGR219W	YGR219W	protein_coding	0	0	0	33	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YGR226C	YGR226C	YGR226C	protein_coding	0	0	1	43	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YGR228W	YGR228W	YGR228W	protein_coding	0	0	1	56	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	29
YGR237C	YGR237C	YGR237C	protein_coding	0	3	5	27	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	3	7
YGR240C-A	YGR240C-A	YGR240C-A	protein_coding	0	0	4	16	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	7
YGR242W	YGR242W	YGR242W	protein_coding	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YGR250C	YGR250C	YGR250C	protein_coding	0	13	1	106	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	13	47
YGR259C	YGR259C	YGR259C	protein_coding	0	1	0	31	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YGR265W	YGR265W	YGR265W	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YGR266W	YGR266W	YGR266W	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2
YGR269W	YGR269W	YGR269W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YGR270C-A	YGR270C-A	YGR270C-A	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR273C	YGR273C	YGR273C	protein_coding	0	0	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	9
YGR283C	YGR283C	YGR283C	protein_coding	0	5	5	56	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	5	32
YGR290W	YGR290W	YGR290W	protein_coding	1	1	3	63	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	62
YGR291C	YGR291C	YGR291C	protein_coding	0	0	0	67	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR293C	YGR293C	YGR293C	protein_coding	0	0	0	21	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YHB1	YGR234W	YGR234W	protein_coding	0	1	4	61	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	1	48
YHC1	YLR298C	YLR298C	protein_coding	0	1	0	57	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	27
YHC3	YJL059W	YJL059W	protein_coding	0	4	5	65	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	0	4	24
YHI9	YHR029C	YHR029C	protein_coding	0	8	1	62	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	8	27
YHK8	YHR048W	YHR048W	protein_coding	0	1	1	18	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	9
YHL002C-A	YHL002C-A	YHL002C-A	protein_coding	0	3	0	42	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	18
YHL005C	YHL005C	YHL005C	protein_coding	0	2	0	43	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2	17
YHL006W-A	YHL006W-A	YHL006W-A	protein_coding	0	1	3	47	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	1	27
YHL008C	YHL008C	YHL008C	protein_coding	0	7	8	41	0	0	0	0	13	0	0	0	8	0	0	0	0	0	0	0	0	7	28
YHL009W-A	YHL009W-A	YHL009W-A	protein_coding	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40
YHL009W-B	YHL009W-B	YHL009W-B	protein_coding	0	0	0	77	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	40
YHL012W	YHL012W	YHL012W	protein_coding	0	7	9	57	0	0	0	0	42	0	0	0	9	0	0	0	0	0	0	0	0	7	15
YHL015W-A	YHL015W-A	YHL015W-A	protein_coding	0	0	1	34	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	16
YHL017W	YHL017W	YHL017W	protein_coding	0	6	2	32	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6	24
YHL018W	YHL018W	YHL018W	protein_coding	0	0	0	43	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YHL019W-A	YHL019W-A	YHL019W-A	protein_coding	0	4	0	53	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	33
YHL026C	YHL026C	YHL026C	protein_coding	0	0	1	45	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	36
YHL030W-A	YHL030W-A	YHL030W-A	protein_coding	0	1	0	31	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	8
YHL034W-A	YHL034W-A	YHL034W-A	protein_coding	0	1	0	23	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	15
YHL037C	YHL037C	YHL037C	protein_coding	2	0	2	23	0	0	0	0	9	0	0	0	2	0	0	0	0	2	0	0	0	0	14
YHL041W	YHL041W	YHL041W	protein_coding	1	0	2	66	0	0	0	0	17	1	0	0	2	0	0	0	0	0	0	0	0	0	49
YHL042W	YHL042W	YHL042W	protein_coding	0	0	0	68	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	41
YHL044W	YHL044W	YHL044W	protein_coding	0	4	8	50	0	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	4	21
YHL045W	YHL045W	YHL045W	protein_coding	0	0	8	44	0	0	0	0	44	0	0	0	8	0	0	0	0	0	0	0	0	0	0
YHL046W-A	YHL046W-A	YHL046W-A	protein_coding	0	0	0	45	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YHL048C-A	YHL048C-A	YHL048C-A	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHL049C	YHL049C	YHL049C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YHL050C	YHL050C	YHL050C	protein_coding	0	1	1	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	5
YHL050W-A	YHL050W-A	YHL050W-A	protein_coding	0	1	1	5	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1
YHM2	YMR241W	YMR241W	protein_coding	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YHP1	YDR451C	YDR451C	protein_coding	0	0	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YHR007C-A	YHR007C-A	YHR007C-A	protein_coding	0	0	0	27	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YHR020W	YHR020W	YHR020W	protein_coding	0	1	1	42	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	1	5
YHR022C	YHR022C	YHR022C	protein_coding	2	7	8	61	0	0	0	0	7	1	0	0	8	0	0	0	1	0	0	1	0	7	54
YHR022C-A	YHR022C-A	YHR022C-A	protein_coding	0	0	0	83	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	44
YHR028W-A	YHR028W-A	YHR028W-A	protein_coding	3	0	2	59	0	0	0	0	27	0	0	0	2	0	0	0	1	0	2	1	0	0	32
YHR032C-A	YHR032C-A	YHR032C-A	protein_coding	0	0	0	69	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	38
YHR032W-A	YHR032W-A	YHR032W-A	protein_coding	0	1	0	68	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YHR033W	YHR033W	YHR033W	protein_coding	0	2	1	71	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	2	31
YHR045W	YHR045W	YHR045W	protein_coding	0	4	2	19	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4	13
YHR049C-A	YHR049C-A	YHR049C-A	protein_coding	0	0	0	29	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YHR050W-A	YHR050W-A	YHR050W-A	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YHR052W-A	YHR052W-A	YHR052W-A	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YHR054C	YHR054C	YHR054C	protein_coding	0	0	0	24	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YHR054W-A	YHR054W-A	YHR054W-A	protein_coding	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YHR056W-A	YHR056W-A	YHR056W-A	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR063W-A	YHR063W-A	YHR063W-A	protein_coding	0	0	1	34	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	18
YHR069C-A	YHR069C-A	YHR069C-A	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YHR070C-A	YHR070C-A	YHR070C-A	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YHR071C-A	YHR071C-A	YHR071C-A	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YHR073C-B	YHR073C-B	YHR073C-B	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YHR073W-A	YHR073W-A	YHR073W-A	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YHR078W	YHR078W	YHR078W	protein_coding	0	0	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YHR080C	YHR080C	YHR080C	protein_coding	0	0	2	5	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0
YHR086W-A	YHR086W-A	YHR086W-A	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YHR095W	YHR095W	YHR095W	protein_coding	0	0	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YHR097C	YHR097C	YHR097C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YHR112C	YHR112C	YHR112C	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YHR125W	YHR125W	YHR125W	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR127W	YHR127W	YHR127W	protein_coding	0	0	2	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3
YHR130C	YHR130C	YHR130C	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YHR131C	YHR131C	YHR131C	protein_coding	0	0	1	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
YHR131W-A	YHR131W-A	YHR131W-A	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YHR137C-A	YHR137C-A	YHR137C-A	protein_coding	0	1	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	6
YHR138C	YHR138C	YHR138C	protein_coding	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YHR139C-A	YHR139C-A	YHR139C-A	protein_coding	0	0	0	31	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	28
YHR140W	YHR140W	YHR140W	protein_coding	0	4	0	30	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	4	4
YHR145C	YHR145C	YHR145C	protein_coding	0	0	0	50	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YHR165W-A	YHR165W-A	YHR165W-A	protein_coding	0	2	3	44	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	2	19
YHR173C	YHR173C	YHR173C	protein_coding	1	0	0	16	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	4
YHR175W-A	YHR175W-A	YHR175W-A	protein_coding	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YHR177W	YHR177W	YHR177W	protein_coding	0	1	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	5
YHR180C-B	YHR180C-B	YHR180C-B	protein_coding	0	0	0	30	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YHR180W	YHR180W	YHR180W	protein_coding	0	1	1	32	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	1	10
YHR180W-A	YHR180W-A	YHR180W-A	protein_coding	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YHR182C-A	YHR182C-A	YHR182C-A	protein_coding	0	0	0	25	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YHR182W	YHR182W	YHR182W	protein_coding	0	1	3	31	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	1	24
YHR193C-A	YHR193C-A	YHR193C-A	protein_coding	0	0	1	9	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3
YHR202W	YHR202W	YHR202W	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YHR210C	YHR210C	YHR210C	protein_coding	0	1	0	26	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	11
YHR212W-A	YHR212W-A	YHR212W-A	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W	YHR213W	YHR213W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W-A	YHR213W-A	YHR213W-A	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR213W-B	YHR213W-B	YHR213W-B	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR214C-B	YHR214C-B	YHR214C-B	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YHR214C-C	YHR214C-C	YHR214C-C	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
